,T,p,rho
48,0.9038171345969251,0.1792286521571227,0.04370760222040045
49,0.948067747846295,0.010647575503390017,0.0015655966270100188
50,0.4584782346081857,0.28004894304781747,0.7983726220301252
51,0.39503029664330835,0.1924709528226053,0.8266545505959317
52,0.2665227191950458,0.5295893203185131,0.8888186437013398
53,0.7151081313815991,0.06441724367647339,0.013289860466569242
54,0.8507037978865667,0.20978926394637365,0.055063602823664445
55,0.43450981173807024,0.04241893916526396,0.8063901296423216
56,0.6978796349279291,0.8288316573804388,0.6777387155758949
57,0.9802373271926187,0.9693159062391787,0.4406467718869838
58,0.24035552613649136,0.6717353590956218,0.9015443436397943
59,0.1468494134574343,0.028187753906984803,0.9363202727820067
60,0.48901149336014593,0.380523719393666,0.7834090570890444
61,0.7111881030999964,0.2697752755488424,0.6372591217347656
62,0.8412560102049278,0.10445704963074098,0.018779437513565395
63,0.6147225656975674,0.5310772100543669,0.7195438809632762
